e1,e2,g12,f_nu12,f_nu23,ar,fiber_massfrac,fiber_density,matrix_modulus,matrix_poisson,matrix_density,a11,a22,a12,a13,a23,E1,E2,E3,G12,G13,G23,nu12,nu13,nu23
100423.32061566412,11143.434055149555,11405.458007007837,0.2363782162312418,0.05679822571575642,25.980529259890318,0.3063295550178736,1551.3436393346637,5583.00010766834,0.306756446659565,1001.4982664957643,0.40392711317514196,0.42108161611169737,0.15112658243774996,-0.05224744951541314,-0.04087662445441608,10156.924483266466,9725.734292939118,7583.225904299689,4183.4002677376175,3393.166163347019,3554.7971988198074,0.2657863998781169,0.2929866436443045,0.3108150165337483
263365.841191262,36451.13784074783,36788.468688726425,0.4122978670988232,0.28961063399910925,11.556144766509533,0.15272244568914176,1293.2664437685162,3157.7670192345977,0.4106418967247009,1435.676891170442,0.1882611671006538,0.45551899264714496,0.1861207420740545,0.19004086821147814,0.3357569602360628,4763.946453241865,6335.128286347799,5543.2372505543235,1972.5422124033455,1973.6712258471985,2313.047903222076,0.32542994616740506,0.3961221475870611,0.36101362052581565
190264.8901566863,16552.758492529392,15197.404339909554,0.12104375483468176,0.46856464885175225,3.4784748451784253,0.28427900061942635,1460.7005760073662,1471.3592398911715,0.36238991728052494,1206.478150561452,0.30041506745146657,0.38950443327874085,-0.0398412266876104,0.023139718511845174,-0.028134165978606514,2512.436560976835,2632.340940798652,2524.6149962130776,963.2983334938831,939.2317084624776,966.8374746205163,0.32598864378674436,0.3410130144213858,0.3400194793229619
150094.3414401263,31118.294447660446,33684.017438441515,0.2870058075524866,0.2615889897942543,17.79875833634287,0.1879190429113805,1788.0675260908902,4066.270062699914,0.280301342215389,1080.504959821701,0.31536357574213686,0.23915385418766003,-0.1979264669203148,-0.0678656196510569,-0.1136544744585146,5800.800510470445,5152.248956669586,6757.213325224678,2514.07884151247,2603.2853461067866,2532.350781230216,0.3263588375195777,0.22992052903300655,0.24071307125560304
121758.6437240243,21730.4861061275,42757.03285634518,0.35045153629034753,0.18348558358848094,27.783416068181396,0.23450068770907817,1405.6216952390969,1827.6105299592018,0.3961603971198201,1300.7797261700034,0.28102744080730674,0.4072892947099395,-0.2566554752026686,-0.13568601906369418,0.1343951487976487,3336.224728097685,3487.8448606605975,3479.9554565701555,1851.303317535545,1659.8612356007038,1868.3556601834723,0.3698205111096284,0.35527457129512247,0.3633287991350144
206881.8378727883,25382.020372897387,6199.247885495424,0.16632815022021533,0.3889590394496918,13.434915976598859,0.2084532309323549,1697.0023028552532,4408.483266830444,0.33653083253651855,1137.3021075502038,0.43137654477866677,0.3269397674101946,0.18677210583751783,-0.01969517121185686,0.019422046838317917,7797.878976918278,6270.378730875344,6187.735907431471,2960.506838770798,2655.266721542179,2810.251798561151,0.34589831565814094,0.3184965689332501,0.3655693503887635
289718.13381649554,5449.99973103404,27964.999977499247,0.4001596729736775,0.3763061133772135,5.196435286663473,0.3248578101862222,1607.161051640287,5235.522602684796,0.2504859695024788,908.0756083130836,0.1936203523766495,0.40375681972294397,0.04123278308355971,0.10936970328212488,-0.11865505197591511,6630.860022544924,8536.793580331227,8371.703641691083,2995.2674773857307,3019.87074953192,3471.619510501649,0.1980107419932365,0.20252635766858962,0.2207017244323032
77977.2779904306,41671.86878994107,20303.78568172455,0.22599386419169604,0.1415617619454861,19.649257632903755,0.10093819620087743,1383.9959674980491,2797.4721314385533,0.3769124090857804,1379.7586742788553,0.3872410388012642,0.3505440217005256,0.003494842082693187,0.0362196184667639,0.010924775379191223,4325.633705337832,4213.542325032655,3957.8880709253544,1586.7223077289245,1513.2484905346307,1488.1395279621418,0.34856821524353315,0.36988061250973264,0.37081279231449876
56415.59204086661,12764.723774045706,23987.085178494453,0.15494622425176202,0.3188794745132327,16.67440342158079,0.2545634453650564,1448.570226598531,1938.429539091885,0.29461204444989564,1410.9920740127563,0.34615266631139613,0.2979896811607364,0.015578731052347283,0.003379323082777735,-0.027685112464443464,4362.0501635768815,4063.388866314506,4425.366199052972,1662.3169373472747,1743.6487593939078,1673.976363453748,0.2727153762268266,0.2580021810250818,0.25121088988216167
283701.58509351313,31458.09230580926,19055.6429810822,0.34009166308678684,0.08596016887575389,2.355005156248808,0.2181075610220432,1671.1995720863342,4531.506997533143,0.34825405484065414,951.0276574641466,0.09759756150664738,0.7150938611993668,-0.06823922579834323,0.08283213815771719,-0.034842013647263914,5633.485437440144,6458.2795143373805,5705.482969133337,2181.7388458601504,2113.718030014796,2225.7339357653186,0.2986479634950144,0.34513548532477045,0.3431865151123741
