e1,e2,g12,f_nu12,f_nu23,f_cte1,f_cte2,ar,fiber_massfrac,fiber_density,matrix_modulus,matrix_poisson,matrix_density,m_cte,a11,a22,a12,a13,a23,E1,E2,E3,G12,G13,G23,nu12,nu13,nu23,CTE11,CTE22,CTE33,CTE12,CTE13,CTE23
171552.8801549226,35944.83968243003,35721.57692164183,0.38385207373648883,0.08462063558399677,-1.284749921411276e-06,1.2084656342864039e-05,18.853088857606053,0.24934998983517287,2594.8566689155996,5013.1746884435415,0.40758045118302105,1206.859279051423,7.116289745084941e-05,0.3240288336895661,0.34575365877225617,-0.12559227775970191,0.02804709338030959,-0.058489232210814895,8269.246671628214,8180.628272251309,8320.159747067144,3153.6787662808665,3031.589159037167,3164.0563202024996,0.3833953526833705,0.36812205408087323,0.3765134162303665,5.4559e-05,5.4183e-05,5.3791e-05,-1.0931e-06,1.4637e-05,1.4754e-05
209948.5536571592,21332.38873630762,15608.717791736126,0.2845083084423095,0.33420268308371304,2.0719115566462277e-06,4.983103841543198e-06,76.06430667079985,0.2094219733495265,1719.6660880930722,6689.198488369584,0.28473696088418365,1183.3278262987733,2.805581572465599e-05,0.33907850441245185,0.3610939724569554,0.2238956720271591,-0.07181003333881288,-0.022373175475745705,10263.041760316923,9360.666479453337,9667.440061871617,4855.3117110118465,4465.880671668453,4814.404698858986,0.3064852160883442,0.2665004053901495,0.3008143779837124,1.7744e-05,1.9e-05,1.9196e-05,4.8957e-06,-8.7796e-06,-8.387e-06
191509.32105258107,43229.61247712374,4535.241104662418,0.30520866001024843,0.27252013798803093,2.770532038994131e-07,1.5766666606068614e-05,6.725211796350777,0.26962994006462393,2030.7370320893824,4190.515828318894,0.27227063877508045,1278.245060518384,5.465570481494069e-05,0.16815463018730598,0.20830163313728495,-0.012210768582804574,-0.1260082797404465,-0.05633868614410384,5873.715124816446,6140.997297961188,8622.17623728229,2336.39400948576,2536.719007635524,2603.8276266111184,0.27687518355359764,0.21111306901615273,0.21370670596904934,4.5447e-05,4.2057e-05,2.2768e-05,6.2819e-06,6.5312e-07,8.9175e-07
127476.616948843,13493.158038705587,24790.347672998905,0.32640856090001763,0.13256357930600643,-1.5559195866808335e-07,7.165115058422089e-06,88.78000396955758,0.16768841901794074,1514.2344976775348,5823.659957386553,0.3954325488582253,1114.2855087295175,9.411113942041993e-05,0.25416519936140436,0.24739726725352018,0.07965528622719384,0.1878515341592133,0.11448106769590749,8117.542008279894,8435.259384226065,10292.936986639768,3036.283588887202,3548.4901174550228,3410.757529247246,0.38235246367399955,0.3100008117542009,0.29798397300716994,8.5018e-05,8.0954e-05,5.2431e-05,-2.3903e-05,-7.9965e-06,-1.1544e-05
73855.38443922997,23244.656778872013,20355.09255155921,0.22770762541331352,0.21530624356120825,-2.272268946282566e-06,1.6323654264211655e-05,67.57173701375723,0.11955736824311317,1851.3151590246707,8232.849883846939,0.3848197012394666,1458.106216415763,1.1830024644732476e-05,0.3311302085722565,0.3577982310138012,0.026131262257295534,0.008256158824971467,0.012876911712588274,10109.587933195842,10199.294208840747,10042.883110883473,3725.643604932752,3683.1055946373986,3706.998813760379,0.3620748918274091,0.3689190828581827,0.368194520939151,1.1057e-05,1.0719e-05,1.1319e-05,-1.0392e-07,-3.3651e-07,-3.3332e-07
245176.5683479607,11388.063993304968,41975.88362917304,0.4408048510551453,0.4097808700054884,2.457921209745109e-06,8.737727746367455e-06,25.78065201640129,0.34697012780234215,2368.3114344719797,2064.635335467756,0.3278828419931233,947.3130064085126,7.87779438495636e-05,0.445671311961562,0.33671683687221643,0.07105162462852918,0.22728105748147248,0.10961512796763896,5566.069241901369,6225.099601593625,3705.075954057058,2348.961758902565,2045.3243884480078,1702.6493223455698,0.23543359679394413,0.3780140264944896,0.351960906374502,3.2948e-05,2.9595e-05,6.6288e-05,-3.1592e-05,-7.6664e-06,-2.4231e-06
262103.76708768308,38741.953294724226,17516.769587993622,0.3493943822570145,0.1939812872558832,1.6305848308838898e-06,1.4522823199629784e-05,9.184239404276013,0.28289531511254606,1647.8440035600215,1529.2480764910579,0.310111891310662,1078.078986145556,2.0109718386083842e-05,0.28356334577807024,0.34505086107169347,0.03037124138844373,-0.053536030983626186,-0.05136653670421167,2979.7377830750893,3253.3021016331577,3354.3539514289546,1208.7659708203896,1233.2889349316758,1291.889517608454,0.2754022646007151,0.26988676996424316,0.27813130327282193,1.4691e-05,1.2602e-05,1.1934e-05,1.722e-06,-9.4282e-07,-1.0616e-06
56349.27791543305,18623.92144650221,44809.18651819229,0.3115120656322688,0.4396963242813945,-1.5520184109918775e-06,6.421249717473984e-06,97.33018381334841,0.18170909667387602,2501.931510353461,8768.662541173398,0.34282365430146455,1317.0888740569353,8.727284850552679e-05,0.2766766496655293,0.24710425510026837,-0.05352202081585194,-0.10248072928442777,-0.018635294496950415,10291.983573994215,10228.50479716875,10971.769636724706,3837.5930616317446,4015.5804521543587,3975.9850502962113,0.3417658985416259,0.3133291479266799,0.312521735572694,7.6361e-05,7.7672e-05,6.7408e-05,4.6528e-06,2.5356e-06,2.7379e-06
129818.26108880341,31127.549659460783,1702.2106386721134,0.43351439298130573,0.357009052708745,-8.758002454414965e-07,1.707533258199692e-05,72.06118281465024,0.10291932397522033,2164.830330107361,6359.334749169648,0.4225628278404474,911.0652850940824,5.991158694028854e-05,0.36176938011993065,0.259859555386075,0.00445105857796024,-0.04049711921774784,0.03099938256929864,7554.581853894387,7327.617791455998,7604.5627376425855,2603.556458121794,2698.399848889608,2611.1705877744994,0.42480169222633524,0.40800030218327415,0.4083534842822598,5.3405e-05,5.9418e-05,5.2474e-05,2.2718e-06,-2.677e-07,-2.698e-07
188710.83944104612,4151.128731667995,27629.110906273127,0.2056935977190733,0.056671876423060895,1.1043479898944495e-06,9.98938412964344e-06,36.55470384191722,0.32863073600456116,1310.2490822784603,3654.9907037988305,0.2753733608312905,1496.991228684783,9.958065889775753e-05,0.17400373106816625,0.49158445341748724,-0.09673721268588673,-0.20229687371603763,0.015793311988271264,4960.31746031746,15695.13764635716,7311.010381634742,3153.977165205324,3210.4790034673174,4471.27207690588,0.0834623015873016,0.20459821428571429,0.21502338575509308,7.0659e-05,1.7392e-05,4.0875e-05,4.0469e-05,1.4497e-05,1.9318e-05
