fiber_e1,fiber_e2,fiber_g12,fiber_nu12,fiber_nu23,fiber_aspect,fiber_massfrac,fiber_density,matrix_modulus,matrix_poissonratio,matrix_density,a11,a22,a12,a13,a23,E1,E2,E3,nu12,nu13,G12,G13,G23,nu23
108852.7829558342,69097.77533528568,9339.746309768332,0.23220583112876902,0.375116297375339,529.8715425833598,0.3828673700486267,1250.3939070195186,35190.78192216649,0.4281301779932369,1551.9299981009972,0.21355374658301696,0.6374528379347421,0.05799878662810337,-0.160474988122257,-0.1703491452361384,42700.37149323199,50261.35906714918,43226.4199878966,0.3306844869550365,0.45241043597079295,14920.919128618321,16965.542982203144,14316.392269148173,0.37228086047446723
104820.5669030127,84130.21807725057,27879.468354276796,0.26012010238974936,0.3192659711587533,413.24260081029354,0.3084871746443398,2020.0034294763598,42855.49938510563,0.35721881169422315,1496.3162776704055,0.5141582652610182,0.07776027267966172,-0.20904148371493195,-0.2593102056093785,-0.05516581256631031,51075.13151846366,50007.501125168776,50561.229649105066,0.3429388630675724,0.3421063384238215,18880.392712168414,19400.900201769364,18875.75974932991,0.3421113166975046
65870.50132048201,54592.81696247887,7582.718253520677,0.3260752484500449,0.2130459415477766,47.773429161337994,0.3091998261268621,2086.69893735634,30382.618765522962,0.38322678985744,1321.0121757466477,0.439808766689794,0.5024294463642921,0.26170584890444043,0.19123313890508375,-0.17059405537152864,31904.03266972946,31573.62970447083,32579.657262005603,0.4027246043899949,0.35378381827462996,12119.596175055447,11818.37520977616,11897.396849569313,0.3638229350846174
213954.9191521926,54942.332003640775,25291.296737213517,0.2759268115274771,0.32528968734927904,121.94680217683268,0.36420126919048557,1420.4156194183772,13280.948100935479,0.43447332172818937,1248.7487976464536,0.3921556315960083,0.35833532538426044,-0.0851247902015117,0.15920322570431383,0.061466328406446225,30555.810187307117,31119.686313561957,26518.164942985943,0.3427445228710239,0.42930913313166497,11619.125079881485,11097.547442015315,10316.829844525373,0.41750171158274724
241018.39772886,29574.618009408845,7529.712319525857,0.21761170268830865,0.403193545820251,296.1999217244753,0.20241103735291693,1929.7259392280998,27064.771059635954,0.41425309223577356,1039.4863465304593,0.4011082355429458,0.24319685872630328,-0.06421151128194513,0.2412738077555629,0.19482340758643768,30575.429584785667,30344.409042633895,29958.058717795084,0.3852809881978842,0.41539778633889807,10991.547499972521,12261.814258037619,10885.657058260036,0.3941435290547717
122104.55043481603,1758.503165852705,8210.475632408266,0.2847117312432749,0.4901330633109321,420.0069577741124,0.01594852742590656,1624.7139116367177,4157.053568486675,0.4141157622347795,1186.2272313520039,0.7107270684725135,0.025678081310166297,-0.2970065417068912,0.16000790790079727,0.07003343605292739,4637.573621481241,4215.318467310205,4296.270836913559,0.41888419978667163,0.4085145851690396,1560.1841017240033,1591.3684177023822,1527.9772636983162,0.42861358175610165
160716.80633675074,60463.09573708249,29872.009320798334,0.34438868264668077,0.41481945075425075,157.3813412720228,0.0366775100884892,1406.3529264944764,39075.06389549614,0.396405752377354,1381.4337697980764,0.3175757462056834,0.09241184457299761,0.07735854799120728,0.2567720574046494,0.1452030677814103,40252.78750553476,40099.446627636535,41081.25872976748,0.39834158515477197,0.3881656804733728,14347.613991793165,14753.614635585718,14417.53171856978,0.38418878819472285
156926.06649597437,9616.02608823527,21410.42938679922,0.11364810518577331,0.3403742443710509,406.05317754166134,0.08242945853059375,1987.6900825793077,3132.482364682279,0.3957014595847213,1683.6219123625715,0.6935759685961291,0.25704053911366004,-0.04895467722706637,0.048588001019040206,-0.29493909550705,8854.258898530194,4866.890543631674,4177.283929988721,0.4119886665486099,0.3743580662298566,2187.370124898834,1443.0430892666454,1372.4763590947146,0.4978342337080839
228707.59069070328,30700.931851073477,15300.108065233038,0.13924022968476002,0.12661685622564306,580.9143758329833,0.09542235094110184,1331.8592122781397,10356.310143841392,0.4011475038749338,1718.7741642326687,0.541897794268734,0.10027107261700315,-0.060084092161632574,0.16791520032379442,-0.15442680025315858,19309.865410238093,13858.09312638581,15963.98524927763,0.39141097186552615,0.37694788267325785,5063.291139240506,6805.962022731913,4924.895345973898,0.3746119733924612
202560.9560705573,40481.79214310353,11100.238544046966,0.3862507182029883,0.14233921875083866,431.1166253033594,0.36121045713486805,2051.69925315509,38452.55685435163,0.3590268957705195,1593.811193312059,0.6485464346016757,0.254502511109417,0.08511393429038028,0.25314128677675213,-0.03696142436844263,53151.908153502714,44768.769306531765,38880.24883359253,0.3323429361114064,0.3937121292654407,17623.629762785942,16098.652542782169,15272.538448615545,0.33046962439002553
195644.06540255796,47382.781525355174,25249.69478680534,0.1371314697700301,0.4493198979868449,19.21740229024036,0.26928365812950916,1923.1550725372542,14643.629837008217,0.386178735820132,1052.4778033432403,0.7101650668345818,0.11040483432522641,0.2577646903972178,0.24506803159832696,-0.0568240281186847,24962.55616575137,18199.355742806703,18494.88616397566,0.37486270594108834,0.3703694458312531,7576.905591756327,7877.116975187082,7200.460829493088,0.4377309043259868
69117.61351454703,61394.11822496318,6477.881731963532,0.18289126843091877,0.3453891493695419,497.781011762342,0.1298765595099583,1778.1449543277595,6324.078283756933,0.36551495958071967,1399.8410399318577,0.3510762917351729,0.2149315483301725,-0.24415306868037998,-0.04169304216999259,0.030007658092460254,7871.536523929471,7344.300822561692,8148.631029986963,0.39016057934508813,0.32422858942065486,3067.766972420775,3044.047365377005,3072.4797984453253,0.34554200940070506
72493.644902169,4434.111733724361,8896.45716620093,0.13991450735858021,0.23519345345103326,517.1634228246887,0.32249002954222367,1643.7697900487647,20840.955558296726,0.38603859482829894,1382.8298292257155,0.2763105442082875,0.14214544692441722,0.03870527184892025,-0.19363314561099632,-0.29346018047275974,18304.290525699224,16554.64688938185,24096.966191956435,0.34809269292722217,0.2313479279543125,6535.9477124183,8287.75070445881,7542.046911531789,0.2318312750389034
104380.17082940487,27900.446727283565,2271.8004678928705,0.16438736964938433,0.35537816496214647,151.5925737700691,0.28640540103874873,1535.6353585089691,17524.810789882355,0.38023605397411125,967.2995680339423,0.7251402215012881,0.07857164402015665,-0.2224870399542208,0.2299680379345596,-0.13869677157232765,22516.436999009275,18172.23645714078,18200.0182000182,0.36686030802485814,0.3825992974871656,6628.662335940607,7172.572084349448,7262.164124909223,0.4171982045830381
195261.2037011864,66455.72881837365,25182.213851022963,0.2661440341817112,0.33208775277567026,405.18604167318836,0.3414593726201203,1798.0966739016649,1598.7083540137291,0.4373557074700207,1231.41025577985,0.25997705015775063,0.05292138088853502,0.11742749205735364,-0.22211352280696256,0.18945332456617708,4012.1970791205263,3158.4599349357254,9211.495946941783,0.672805328197721,0.1446477290964532,1724.6136865342164,2573.671342169605,1407.8558355624384,0.18024383310697706
67069.59416635105,13863.443864871098,7419.5892044623615,0.29604037225713725,0.23959027888900386,511.77153720152427,0.15832137824600773,1247.4221767919128,10870.05357028998,0.4221549912331932,1469.9859215753563,0.7545654781709135,0.0718082088354744,-0.1225086130469947,-0.24841666357901426,0.06333755815054942,15798.037883694844,12166.042143169985,12180.26796589525,0.3955196764561841,0.4144615238787342,4611.269943742506,4947.066389630949,4405.480417639544,0.44554479536717123
